시설명,소재지도로명주소,소재지지번주소,위도,경도,제공서비스,건축물용도,전화번호,관리기관명,관리부서전화번호,데이터기준일자
수호천사주야간보호센터,경기도 파주시 황골로 15,경기도 파주시 금촌동 235-1,37.7554605214,126.7705258175,주야간보호,노유자시설,031-8071-2261,경기도 파주시청,031-940-4415,2025-12-02
순수요양원,경기도 파주시 경의로 1108,경기도 파주시 야당동 1074,37.7161664576,126.7602245976,노인요양시설,노유자시설,031-949-5255,경기도 파주시청,031-940-4477,2025-12-02
술이홀 경로당,경기도 파주시 파주읍 시장거리길 42,경기도 파주시 파주읍 파주리 436-8,37.8311561956,126.8174171074,노인여가활동,경로당,031-952-7178,경기도 파주시청,031-940-4404,2025-12-02
술이홀요양원,경기도 파주시 법원읍 술이홀로907번길 100,경기도 파주시 법원읍 법원리 670-4,37.8539093329,126.874714727,노인요양시설,노유자시설,031-958-1800,경기도 파주시청,031-940-4477,2025-12-02
숲속길마을 3단지 동문굿모닝힐 경로당,경기도 파주시 책향기로 337,경기도 파주시 문발동 560,37.7235695718,126.7087114044,노인여가활동,경로당,031-948-3084,경기도 파주시청,031-940-4404,2025-12-02
숲속길마을 6단지 동문굿모닝힐 경로당,경기도 파주시 책향기로 371,경기도 파주시 동패동 1687,37.7244084066,126.7121359614,노인여가활동,경로당,031-957-1229,경기도 파주시청,031-940-4404,2025-12-02
숲속길마을 7단지 월드메르디앙 경로당,경기도 파주시 책향기로 403,경기도 파주시 동패동 1690,37.7250544323,126.7166486787,노인여가활동,경로당,031-948-1746+031-949-6068,경기도 파주시청,031-940-4404,2025-12-02
숲속길요양원2,경기도 파주시 숲속노을로 271,경기도 파주시 문발동 561-3,37.724662137,126.7110750897,노인요양공동생활가정,노유자시설,031-945-9933,경기도 파주시청,031-940-4477,2025-12-02
숲속둥지요양원,경기도 파주시 탄현면 가시내길 286,경기도 파주시 탄현면 법흥리 269-13,37.7860722636,126.7144219366,노인요양공동생활가정,노유자시설,031-957-1250,경기도 파주시청,031-940-4477,2025-12-02
"쉼,행복재가센터",경기도 파주시 조리읍 두루봉로 33-21,경기도 파주시 조리읍 봉일천리 258-17,37.7475469634,126.8104592094,방문요양+방문목욕,근린생활시설,031-942-1726,경기도 파주시청,031-940-4415,2025-12-02
스마일방문요양센터,경기도 파주시 운정안길 20-32,경기도 파주시 야당동 52-43,37.7191749092,126.7718195113,방문요양+방문목욕,근린생활시설,070-4792-0720,경기도 파주시청,031-940-4415,2025-12-02
슬기로운 방문요양센터,경기도 파주시 파주읍 우계로 338,경기도 파주시 파주읍 향양리 705-7,37.8527455401,126.8051049802,방문요양+방문목욕,근린생활시설,031-953-1201,경기도 파주시청,031-940-4415,2025-12-02
시니어스 재가센터,경기도 파주시 문산읍 문산로26번길 13,경기도 파주시 문산읍 문산리 10-93,37.8567283765,126.7829591645,방문요양,근린생활시설,031-952-9952,경기도 파주시청,031-940-4415,2025-12-02
시민방문간호센터,경기도 파주시 중앙로 286,경기도 파주시 아동동 331-8,37.7616420569,126.7767258989,방문간호,노유자시설,031-937-8900,경기도 파주시청,031-940-4415,2025-12-02
시민요양원,경기도 파주시 중앙로 286,경기도 파주시 아동동 331-8,37.7616420569,126.7767258989,노인요양시설,노유자시설,031-937-8900,경기도 파주시청,031-940-4477,2025-12-02
식현1리 경로당,경기도 파주시 적성면 국사로54번길 72,경기도 파주시 적성면 식현리 244-1,37.9500278785,126.894844176,노인여가활동,경로당,031-959-4399,경기도 파주시청,031-940-4404,2025-12-02
식현1리 할머니 경로당,경기도 파주시 적성면 국사로54번길 72,경기도 파주시 적성면 식현리 244-1,37.9500278785,126.894844176,노인여가활동,경로당,031-958-7126,경기도 파주시청,031-940-4404,2025-12-02
식현2리 경로당,경기도 파주시 적성면 청송로699번길 87,경기도 파주시 적성면 식현리 287-23,37.9448839572,126.8820867401,노인여가활동,경로당,031-958-7792,경기도 파주시청,031-940-4404,2025-12-02
식현2리 할머니 경로당,경기도 파주시 적성면 청송로661번길 9,경기도 파주시 적성면 식현리 293-12,37.9434667042,126.8814709153,노인여가활동,경로당,031-958-0363,경기도 파주시청,031-940-4404,2025-12-02
신동아 파밀리에 경로당,경기도 파주시 책향기로 420,경기도 파주시 동패동 1703,37.7239667778,126.7181124256,노인여가활동,경로당,031-947-9054,경기도 파주시청,031-940-4404,2025-12-02
신산1리 경로당,경기도 파주시 광탄면 혜음로 1065-5,경기도 파주시 광탄면 신산리 156-3,37.7778125518,126.8504218499,노인여가활동,경로당,031-947-4771,경기도 파주시청,031-940-4404,2025-12-02
신산2리 경로당,경기도 파주시 광탄면 혜음로1128번길 22,경기도 파주시 광탄면 신산리 228-2,37.7827785287,126.8476496984,노인여가활동,경로당,031-947-0128+031-944-0490,경기도 파주시청,031-940-4404,2025-12-02
신산3리 경로당,경기도 파주시 광탄면 혜음로1228번길 22-3,경기도 파주시 광탄면 신산리 312-1,37.7901268653,126.8470357287,노인여가활동,경로당,031-947-4399,경기도 파주시청,031-940-4404,2025-12-02
신산4리 경로당,경기도 파주시 광탄면 내화산길 135,경기도 파주시 광탄면 신산리 489-3,37.7870913355,126.8391045155,노인여가활동,경로당,031-947-3288,경기도 파주시청,031-940-4404,2025-12-02
신산5리 경로당,경기도 파주시 광탄면 외화산길 428,경기도 파주시 광탄면 신산리 432-14,37.797203077,126.8401573664,노인여가활동,경로당,031-947-3049,경기도 파주시청,031-940-4404,2025-12-02
신안실크밸리1차 경로당,경기도 파주시 시청로 123-1,경기도 파주시 아동동 897,37.7657758359,126.779440252,노인여가활동,경로당,031-941-1838+031-948-1775,경기도 파주시청,031-940-4404,2025-12-02
신안실크밸리2차 경로당,경기도 파주시 시청로 85,경기도 파주시 아동동 900,37.7629559263,126.780656485,노인여가활동,경로당,031-945-2557,경기도 파주시청,031-940-4404,2025-12-02
신원아침도시아파트 경로당,경기도 파주시 문산읍 방촌로 1648,경기도 파주시 문산읍 문산리 142,37.8609059594,126.7795962799,노인여가활동,경로당,031-954-2768,경기도 파주시청,031-940-4404,2025-12-02
신촌리 경로당,경기도 파주시 소라지로177번길 103,경기도 파주시 신촌동 208-2,37.7366814266,126.6954765544,노인여가활동,경로당,031-943-5022,경기도 파주시청,031-940-4404,2025-12-02
실버노인복지용구센터,경기도 파주시 하우고개길 73,경기도 파주시 야당동 178-77,37.7101831454,126.7633209772,복지용구제공사업소,근린생활시설,031-945-7809,경기도 파주시청,031-940-4415,2025-12-02
심청이주간보호센터,경기도 파주시 청석로 260,경기도 파주시 동패동 1694-1,37.7251029959,126.7177384489,주야간보호,노유자시설,031-947-5220,경기도 파주시청,031-940-4415,2025-12-02
써니빌리지,경기도 파주시 광탄면 보광로471번길 76-13,경기도 파주시 광탄면 영장리 30,37.7502299462,126.9110409422,노인주거복지시설,노유자시설,0507-1372-6233,경기도 파주시청,031-940-4405,2025-12-02
쏘울랜드요양원,경기도 파주시 새꽃로 124,경기도 파주시 금촌동 929-18,37.7611013746,126.7689134639,노인요양시설,노유자시설,031-8035-5431,경기도 파주시청,031-940-4477,2025-12-02
아도니스너싱홈,경기도 파주시 한마음2길 25,경기도 파주시 금촌동 251-5,37.7563647852,126.772179697,노인요양시설,노유자시설,031-946-5388,경기도 파주시청,031-940-4477,2025-12-02
아동1통 경로당,경기도 파주시 앞골길 131,경기도 파주시 아동동 193-2,37.76169751,126.7884212139,노인여가활동,경로당,031-943-0780,경기도 파주시청,031-940-4404,2025-12-02
아동1통 경로당,경기도 파주시 면산말길 21,경기도 파주시 아동동 274-33,37.7692537216,126.7799149004,노인여가활동,경로당,031-944-3856,경기도 파주시청,031-940-4404,2025-12-02
아동2통 경로당,경기도 파주시 시청로 201,경기도 파주시 아동동 291-10,37.7706352087,126.7764897928,노인여가활동,경로당,,경기도 파주시청,031-940-4404,2025-12-02
아동3통 경로당,경기도 파주시 천수골길 32-8,경기도 파주시 아동동 327-26,37.7648544208,126.7790557555,노인여가활동,경로당,031-944-0789,경기도 파주시청,031-940-4404,2025-12-02
아동4통 경로당,경기도 파주시 학령로 102,경기도 파주시 아동동 46,37.7590215794,126.7950116205,노인여가활동,경로당,031-941-1433,경기도 파주시청,031-940-4404,2025-12-02
아름다운요양원,경기도 파주시 하지석길 355,경기도 파주시 하지석동 160-8,37.7563832333,126.7504160522,노인요양시설,노유자시설,031-949-3288,경기도 파주시청,031-940-4477,2025-12-02
아름다운통합재가센터,경기도 파주시 하지석길 355,경기도 파주시 하지석동 160-8,37.7563832333,126.7504160522,방문요양+방문목욕+주야간보호,노유자시설,031-949-3287,경기도 파주시청,031-940-4415,2025-12-02
아리랑 골든케어,경기도 파주시 탄현면 새오리로 215-34,경기도 파주시 탄현면 대동리 108-7,37.8037161815,126.6875829929,노인요양시설,노유자시설,1877-3452,경기도 파주시청,031-940-4477,2025-12-02
안심주간보호센터,경기도 파주시 조리읍 문원길 295,경기도 파주시 조리읍 대원리 275-3,37.7276846655,126.8127948572,방문요양+방문목욕+주야간보호,근린생활시설,031-948-8961,경기도 파주시청,031-940-4415,2025-12-02
안토니아,경기도 파주시 경의로1240번길 19,경기도 파주시 와동동 1462,37.7288147398,126.7622526538,주야간보호,노유자시설,031-948-1858,경기도 파주시청,031-940-4415,2025-12-02
야당4리 경로당,경기도 파주시 하우1길 13,경기도 파주시 야당동 74-11,37.7145580709,126.7695453233,노인여가활동,경로당,031-949-5155,경기도 파주시청,031-940-4404,2025-12-02
야당5리 경로당,경기도 파주시 송학말길 34-11,경기도 파주시 야당동 147-11,37.7057300485,126.762986543,노인여가활동,경로당,031-957-1225,경기도 파주시청,031-940-4404,2025-12-02
야동7통 경로당,경기도 파주시 월롱산로 7,경기도 파주시 야동동 191-6,37.7773980045,126.7670426013,노인여가활동,경로당,031-944-2968,경기도 파주시청,031-940-4404,2025-12-02
야동8통 경로당,경기도 파주시 풀무골로27번길 35,경기도 파주시 야동동 634-2,37.7756121348,126.7562714255,노인여가활동,경로당,031-945-2983,경기도 파주시청,031-940-4404,2025-12-02
양우내안애아파트 경로당,경기도 파주시 문산읍 사임당로 11,경기도 파주시 문산읍 선유리 1356,37.8602047556,126.7954254648,노인여가활동,경로당,031-953-0226,경기도 파주시청,031-940-4404,2025-12-02
양지요양원,경기도 파주시 법원읍 술이홀로1372번길 145,경기도 파주시 법원읍 금곡리 179,37.8923066572,126.8855821682,노인요양공동생활가정,노유자시설,070-7799-2447,경기도 파주시청,031-940-4477,2025-12-02
양지요양원2관,경기도 파주시 법원읍 술이홀로1372번길 145,경기도 파주시 법원읍 금곡리 179,37.8923066572,126.8855821682,노인요양공동생활가정,노유자시설,070-8814-2447,경기도 파주시청,031-940-4477,2025-12-02
어르신재가복지센터,경기도 파주시 시청로 19,경기도 파주시 금촌동 765-22,37.758862479,126.7757230125,방문요양+방문목욕,근린생활시설,031-948-4111,경기도 파주시청,031-940-4415,2025-12-02
어부바시니어 굿모닝점,경기도 파주시 한마음2길 24,경기도 파주시 금촌동 957-5,37.7565608639,126.7729883131,방문요양+방문목욕,공동주택,031-947-6599,경기도 파주시청,031-940-4415,2025-12-02
어울림요양원,경기도 파주시 조리읍 뇌조로 34-18,경기도 파주시 조리읍 뇌조리 190-13,37.7513349258,126.8066691623,노인요양시설,노유자시설,031-942-7575,경기도 파주시청,031-940-4477,2025-12-02
어유지1리 경로당,경기도 파주시 적성면 어삼로 31,경기도 파주시 적성면 어유지리 77-9,37.9944169234,126.9906180754,노인여가활동,경로당,031-959-0187,경기도 파주시청,031-940-4404,2025-12-02
어유지2리 경로당,경기도 파주시 적성면 어삼로 125-8,경기도 파주시 적성면 어유지리 383-3,37.9987914936,126.9815897968,노인여가활동,경로당,031-959-8598,경기도 파주시청,031-940-4404,2025-12-02
연다산1리 경로당,경기도 파주시 연다매길 108,경기도 파주시 연다산동 158-79,37.7489076568,126.7129013919,노인여가활동,경로당,031-943-4341,경기도 파주시청,031-940-4404,2025-12-02
연세덕은요양원,경기도 파주시 월롱면 엘지로 202,경기도 파주시 월롱면 덕은리 1034-2,37.8124030636,126.7776274544,노인요양시설,노유자시설,031-942-0029,경기도 파주시청,031-940-4477,2025-12-02
연세재활주간보호센터,경기도 파주시 가람로 2,경기도 파주시 와동동 1301-1,37.7331697099,126.7506990974,주야간보호,노유자시설,031-946-7808,경기도 파주시청,031-940-4415,2025-12-02
연준간호재가복지센터,경기도 파주시 문산읍 봉미로 15,경기도 파주시 문산읍 선유리 947-2,37.8617265953,126.7863204076,방문요양+방문목욕,근린생활시설,031-934-0151,경기도 파주시청,031-940-4415,2025-12-02
연풍1리 할머니 경로당,경기도 파주시 파주읍 술이홀로 447,경기도 파주시 파주읍 연풍리 276-3,37.8291291322,126.8364839708,노인여가활동,경로당,031-953-7139,경기도 파주시청,031-940-4404,2025-12-02
연풍1리경로당,경기도 파주시 파주읍 연풍초교길 30,경기도 파주시 파주읍 연풍리 432-10,37.8302147683,126.834474184,노인여가활동,경로당,031-952-4835+031-945-6030,경기도 파주시청,031-940-4404,2025-12-02
연풍2리 경로당,경기도 파주시 파주읍 청류골길 8,경기도 파주시 파주읍 연풍리 290-1,37.8272757216,126.8409165951,노인여가활동,경로당,031-952-7971,경기도 파주시청,031-940-4404,2025-12-02
연풍3리 경로당,경기도 파주시 파주읍 약수길 137-41,경기도 파주시 파주읍 연풍리 367-2,37.8266730471,126.8347637764,노인여가활동,경로당,031-952-6888,경기도 파주시청,031-940-4404,2025-12-02
연풍4리 경로당,경기도 파주시 파주읍 술이홀로 485,경기도 파주시 파주읍 연풍리 282-65,37.8295975766,126.8407862062,노인여가활동,경로당,031-953-6254,경기도 파주시청,031-940-4404,2025-12-02
연풍5리 경로당,경기도 파주시 파주읍 술이홀로 409-6,경기도 파주시 파주읍 연풍리 483,37.8309997269,126.8324683123,노인여가활동,경로당,031-953-0886,경기도 파주시청,031-940-4404,2025-12-02
영장1리 경로당,경기도 파주시 광탄면 기산로 94,경기도 파주시 광탄면 영장리 244-9,37.7755135599,126.9084478727,노인여가활동,경로당,031-948-2219,경기도 파주시청,031-940-4404,2025-12-02
영장2리 경로당,경기도 파주시 광탄면 보광로 570,경기도 파주시 광탄면 영장리 101-6,37.7583739199,126.9089742204,노인여가활동,경로당,031-948-4600,경기도 파주시청,031-940-4404,2025-12-02
영장3리 경로당,경기도 파주시 광탄면 기산로 9,경기도 파주시 광탄면 영장리 295-8,37.7712490677,126.901030705,노인여가활동,경로당,031-948-7459,경기도 파주시청,031-940-4404,2025-12-02
영태1리 경로당,경기도 파주시 월롱면 영태길 35,경기도 파주시 월롱면 영태리 100-7,37.7822951549,126.7901906091,노인여가활동,경로당,031-941-5280,경기도 파주시청,031-940-4404,2025-12-02
영태2리 경로당,경기도 파주시 월롱면 쉰우물길 123,경기도 파주시 월롱면 영태리 157-7,37.777874908,126.7953428992,노인여가활동,경로당,031-949-5054,경기도 파주시청,031-940-4404,2025-12-02
영태3리 경로당,경기도 파주시 월롱면 통일로690번길 22,경기도 파주시 월롱면 영태리 490-5,37.7712489507,126.7919427315,노인여가활동,경로당,031-945-2088,경기도 파주시청,031-940-4404,2025-12-02
영태4리 경로당,경기도 파주시 월롱면 함영골길 112-6,경기도 파주시 월롱면 영태리 553-3,37.7734618195,126.786311467,노인여가활동,경로당,031-941-5978,경기도 파주시청,031-940-4404,2025-12-02
영태5리 경로당,경기도 파주시 월롱면 한태말길 3-16,경기도 파주시 월롱면 영태리 576-8,37.7788154526,126.7888745009,노인여가활동,경로당,031-941-0524,경기도 파주시청,031-940-4404,2025-12-02
영태6리 경로당,경기도 파주시 월롱면 통일로642번길 73,경기도 파주시 월롱면 영태리 461,37.7689008241,126.7971413762,노인여가활동,경로당,031-945-8585,경기도 파주시청,031-940-4404,2025-12-02
예담요양원,경기도 파주시 탄현면 새오리로 215-27,경기도 파주시 탄현면 대동리 107-14,37.803235305,126.6870975021,노인요양시설,노유자시설,031-945-7004,경기도 파주시청,031-940-4477,2025-12-02
예빛 수 요양원,경기도 파주시 법원읍 보광로1794번길 62,경기도 파주시 법원읍 삼방리 278-5,37.8370907981,126.8704666224,노인요양시설,노유자시설,031-958-9501,경기도 파주시청,031-940-4477,2025-12-02
예빛마을,경기도 파주시 법원읍 보광로1794번길 63,경기도 파주시 법원읍 삼방리 277-2,37.8373823736,126.8702454962,노인요양공동생활가정,노유자시설,031-958-3747,경기도 파주시청,031-940-4477,2025-12-02
예사랑요양원,경기도 파주시 숲속노을로 265,경기도 파주시 문발동 562-2,37.72413165,126.7112235874,노인요양시설,노유자시설,031-946-8428,경기도 파주시청,031-940-4477,2025-12-02
예성더이음케어센터,경기도 파주시 문산읍 문산역로 107,경기도 파주시 문산읍 문산리 17-25,37.8557771513,126.7867051775,방문요양+방문목욕+방문간호,근린생활시설,031-953-6788,경기도 파주시청,031-940-4415,2025-12-02
예성스테이,경기도 파주시 문산읍 문현말길 50,경기도 파주시 문산읍 내포리 534-3,37.8489222395,126.7668235502,노인요양공동생활가정,노유자시설,031-952-0177,경기도 파주시청,031-940-4477,2025-12-02
예성재활주간보호센터,경기도 파주시 문산읍 문현말길 50,경기도 파주시 문산읍 내포리 534-3,37.8489222395,126.7668235502,주야간보호,노유자시설,031-952-0177,경기도 파주시청,031-940-4415,2025-12-02
예솜실버복지센터,경기도 파주시 광탄면 보광로 509-9,경기도 파주시 광탄면 영장리 39-2,37.7532597732,126.9103987969,노인요양공동생활가정,노유자시설,031-946-3311,경기도 파주시청,031-940-4477,2025-12-02
예솜재가방문요양센터,경기도 파주시 광탄면 보광로 509-9,경기도 파주시 광탄면 영장리 39-2,37.7532597732,126.9103987969,방문요양,근린생활시설,031-946-3311,경기도 파주시청,031-940-4415,2025-12-02
예향재가복지센터,경기도 파주시 문산읍 문향로17번길 15-16,경기도 파주시 문산읍 문산리 33-4,37.8535346981,126.7845835126,방문요양,근린생활시설,,경기도 파주시청,031-940-4415,2025-12-02
오금1리 경로당,경기도 파주시 탄현면 오금로 136,경기도 파주시 탄현면 오금리 403-7,37.8247578577,126.7077906957,노인여가활동,경로당,031-942-9329,경기도 파주시청,031-940-4404,2025-12-02
오금2리 경로당,경기도 파주시 탄현면 오금로80번길 93,경기도 파주시 탄현면 오금리 73-2,37.8225633979,126.7148122593,노인여가활동,경로당,031-942-2856,경기도 파주시청,031-940-4404,2025-12-02
오도1리 경로당,경기도 파주시 대골길 2,경기도 파주시 오도동 37-21,37.7484607395,126.7285904036,노인여가활동,경로당,031-943-5152,경기도 파주시청,031-940-4404,2025-12-02
오도1리(선무정) 경로당,경기도 파주시 연다산길 20,경기도 파주시 오도동 143-1,37.741876645,126.7246603814,노인여가활동,경로당,031-941-8858,경기도 파주시청,031-940-4404,2025-12-02
오도2리 경로당,경기도 파주시 오도로130번길 8,경기도 파주시 오도동 280-1,37.7507943025,126.7181753305,노인여가활동,경로당,031-941-9541,경기도 파주시청,031-940-4404,2025-12-02
오로지 한마음 노인복지센터,경기도 파주시 한마음2길 48-18,경기도 파주시 금촌동 957-6,37.7568937171,126.7727736144,방문요양+방문목욕,근린생활시설,031-948-2342,경기도 파주시청,031-940-4415,2025-12-02
오산1리 경로당,경기도 파주시 조리읍 등원로353번길 14-3,경기도 파주시 조리읍 오산리 136-9,37.7741985049,126.8321499195,노인여가활동,경로당,031-947-0766,경기도 파주시청,031-940-4404,2025-12-02
오산2리 경로당,경기도 파주시 조리읍 큰연당길 35,경기도 파주시 조리읍 오산리 300-13,37.7709419732,126.8253917212,노인여가활동,경로당,031-947-6505,경기도 파주시청,031-940-4404,2025-12-02
오성의료기,경기도 파주시 문화로 3,경기도 파주시 금촌동 791-9,37.7556953942,126.7794883378,복지용구제공사업소,근린생활시설,031-941-1568,경기도 파주시청,031-940-4415,2025-12-02
온마음방문요양센터,경기도 파주시 시민회관길 16-17,경기도 파주시 금촌동 780-6,37.7580881882,126.7800244697,방문요양,근린생활시설,031-943-2950,경기도 파주시청,031-940-4415,2025-12-02
온빛노인복지센터,경기도 파주시 쇠재개울길 58-9,경기도 파주시 금릉동 442-9,37.7517263729,126.7799717043,방문요양+방문목욕,근린생활시설,031-941-4242,경기도 파주시청,031-940-4415,2025-12-02
온사랑복지센터,경기도 파주시 중앙로 304-2 ,경기도 파주시 금촌동 54-6,37.7629805838,126.7759475425,방문요양+방문목욕,근린생활시설,031-946-3007,경기도 파주시청,031-940-4415,2025-12-02
온세그린2관노인전문요양원,경기도 파주시 새꽃로 62,경기도 파주시 금촌동 237-1,37.7555554566,126.7688983739,노인요양시설,노유자시설,070-4858-0746,경기도 파주시청,031-940-4477,2025-12-02
온세그린노인전문요양원,경기도 파주시 새꽃로 62,경기도 파주시 금촌동 237-1,37.7555554566,126.7688983739,노인요양시설,노유자시설,031-945-1812,경기도 파주시청,031-940-4477,2025-12-02
온세그린재가센터,경기도 파주시 새꽃로 62,경기도 파주시 금촌동 237-1,37.7555554566,126.7688983739,방문요양,근린생활시설,031-945-1812,경기도 파주시청,031-940-4415,2025-12-02
와이티 메디칼,경기도 파주시 법원읍 술이홀로 876,경기도 파주시 법원읍 대능리 85-34,37.8490531425,126.8728927443,복지용구제공사업소,근린생활시설,031-958-3621,경기도 파주시청,031-940-4415,2025-12-02
용미1리 경로당,경기도 파주시 광탄면 양지말길 138,경기도 파주시 광탄면 용미리 744-4,37.7519636287,126.8589953,노인여가활동,경로당,031-943-1594,경기도 파주시청,031-940-4404,2025-12-02
용미2리 경로당,경기도 파주시 광탄면 혜음로 639,경기도 파주시 광탄면 용미리 615-9,37.7465955269,126.8705766297,노인여가활동,경로당,031-943-3182,경기도 파주시청,031-940-4404,2025-12-02
용미3리 경로당,경기도 파주시 광탄면 호주골길 23,경기도 파주시 광탄면 용미리 501-3,37.7402164864,126.8755928733,노인여가활동,경로당,031-943-1227,경기도 파주시청,031-940-4404,2025-12-02
용미4리 경로당,경기도 파주시 광탄면 장지산로 43,경기도 파주시 광탄면 용미리 186-9,37.7404349761,126.886302257,노인여가활동,경로당,031-942-1330,경기도 파주시청,031-940-4404,2025-12-02
우리가족실버케어,경기도 파주시 조리읍 등원로 47-15,,37.7585532911994,126.805503973258,노인요양시설,노유자시설,031-943-8830,경기도 파주시청,031-940-4477,2025-12-02
우리가족요양원,경기도 파주시 문산읍 방촌로 1675-46,경기도 파주시 문산읍 당동리 903,37.8645668848,126.781193024,노인요양시설,노유자시설,031-953-1357,경기도 파주시청,031-940-4477,2025-12-02
우리동네 나이팅게일 주간보호센터 파주점,경기도 파주시 새꽃로 124,경기도 파주시 금촌동 929-18,37.7611013746,126.7689134639,방문요양+주야간보호+방문간호,노유자시설,,경기도 파주시청,031-940-4415,2025-12-02
우리동네방문요양센터,경기도 파주시 교하로 427,경기도 파주시 동패동 303-5,37.70557048,126.7315015,방문요양+방문목욕,근린생활시설,031-947-8947,경기도 파주시청,031-940-4415,2025-12-02
우리애요양원,경기도 파주시 법원읍 사임당로 826,경기도 파주시 법원읍 대능리 94-71,37.8492965525,126.8724509091,노인요양시설,노유자시설,031-958-0066,경기도 파주시청,031-940-4477,2025-12-02
우리집실버케어,경기도 파주시 조리읍 능안로 37,경기도 파주시 조리읍 대원리 992-1,37.741723269,126.8024892395,노인요양공동생활가정,노유자시설,031-948-9183,경기도 파주시청,031-940-4477,2025-12-02
운정 해사랑 주야간보호센터,경기도 파주시 청암로17번길 45,경기도 파주시 목동동 937-2,37.7290667655,126.7347128235,주야간보호,노유자시설,031-957-1531,경기도 파주시청,031-940-4415,2025-12-02
운정(야당3리) 경로당,경기도 파주시 운정1길 27-16,경기도 파주시 야당동 37-2,37.723659852,126.769128066,노인여가활동,경로당,031-942-3590,경기도 파주시청,031-940-4404,2025-12-02
운정1통 경로당,경기도 파주시 성재안길 26,경기도 파주시 당하동 666,37.7372637493,126.7473331698,노인여가활동,경로당,031-943-3767,경기도 파주시청,031-940-4404,2025-12-02
운정그레이스요양원,경기도 파주시 경의로1004번길 37,경기도 파주시 야당동 1052,37.7097174636,126.759816358,노인요양시설,노유자시설,031-944-3736,경기도 파주시청,031-940-4477,2025-12-02
운정너싱홈,경기도 파주시 가람로 6,경기도 파주시 와동동 1301,37.7332835568,126.7510233902,노인요양시설,노유자시설,031-949-0786,경기도 파주시청,031-940-4477,2025-12-02
운정다누림노인복지관,경기도 파주시 교하로 219,경기도 파주시 목동동 1086,37.7183240951426,126.743898148848,노인여가프로그램 등,노인복지관,031-940-9500,경기도 파주시청,031-940-4401,2025-12-02
운정삼성재가방문요양센터,경기도 파주시 경의로1004번길 37,경기도 파주시 야당동 1052,37.7097174636,126.759816358,방문요양+방문목욕,근린생활시설,031-944-0858,경기도 파주시청,031-940-4415,2025-12-02
운정어르신주야간보호센터,경기도 파주시 청암로17번길 67,경기도 파주시 목동동 949,37.7288548903,126.7336085951,주야간보호+주야간보호 내 치매전담 1실,노유자시설,031-941-7009,경기도 파주시청,031-940-4415,2025-12-02
운정어반프라임 경로당,경기도 파주시 양지로 120,경기도 파주시 동패동 2129,37.7084009808,126.7242411339,노인여가활동,경로당,,경기도 파주시청,031-940-4404,2025-12-02
운정의료기 복지용구,경기도 파주시 심학산로423번길 12-1,경기도 파주시 목동동 1112-5,37.7191256322,126.7386583739,복지용구제공사업소,근린생활시설,031-944-3772,경기도 파주시청,031-940-4415,2025-12-02
운정재가방문요양센터,경기도 파주시 와석순환로 87,경기도 파주시 야당동 1023,37.7087722905,126.7495281677,방문요양+방문목욕,단독주택,031-949-4686,경기도 파주시청,031-940-4415,2025-12-02
운정제일풍경채그랑퍼스트아파트경로당,경기도 파주시 가람로 113,경기도 파주시 와동동 1712,37.7409699115441,126.758129312558,노인여가활동,경로당,,경기도 파주시청,031-940-4404,2025-12-02
운정파크푸르지오 경로당,경기도 파주시 해올로 33,경기도 파주시 다율동 1036,37.7361133975,126.7278161099,노인여가활동,경로당,,경기도 파주시청,031-940-4404,2025-12-02
운정해오름1단지중흥s클래스에듀하이아파트 경로당,경기도 파주시 교하로 1160,경기도 파주시 다율동 1005,37.7407356946,126.7265073976,노인여가활동,경로당,,경기도 파주시청,031-940-4404,2025-12-02
운천1리 경로당,경기도 파주시 문산읍 통일로1888번길 83,경기도 파주시 문산읍 운천리 16-1,37.8782899784,126.7832628228,노인여가활동,경로당,031-952-1368,경기도 파주시청,031-940-4404,2025-12-02
운천2리 경로당,경기도 파주시 문산읍 충의로 65,경기도 파주시 문산읍 운천리 271,37.8830139072,126.776752705,노인여가활동,경로당,031-952-8729,경기도 파주시청,031-940-4404,2025-12-02
운천3리 경로당,경기도 파주시 문산읍 통일로2018번길 27,경기도 파주시 문산읍 운천리 70-43,37.8806335013,126.7722287069,노인여가활동,경로당,031-953-9980,경기도 파주시청,031-940-4404,2025-12-02
운천4리 경로당,경기도 파주시 문산읍 충의로124번길 4,경기도 파주시 문산읍 운천리 53-113,37.8856465407,126.7805758867,노인여가활동,경로당,031-952-3624,경기도 파주시청,031-940-4404,2025-12-02
웅담1리 경로당,경기도 파주시 법원읍 수작골길 70-1,경기도 파주시 법원읍 웅담리 157-9,37.9133950128,126.8991326212,노인여가활동,경로당,031-958-7982,경기도 파주시청,031-940-4404,2025-12-02
웅담2리 경로당,경기도 파주시 법원읍 곰시길 186,경기도 파주시 법원읍 웅담리 320-8,37.9086887402,126.8973408013,노인여가활동,경로당,031-958-0540,경기도 파주시청,031-940-4404,2025-12-02
웅담3리 경로당,경기도 파주시 법원읍 술이홀로1584번길 15,경기도 파주시 법원읍 웅담리 298-5,37.9030765289,126.890484085,노인여가활동,경로당,031-958-1669,경기도 파주시청,031-940-4404,2025-12-02
월드메르디앙(가람마을10단지)아파트 경로당,경기도 파주시 가온로 245,경기도 파주시 와동동 1356,37.7267646916,126.7552417926,노인여가활동,경로당,031-944-6804,경기도 파주시청,031-940-4404,2025-12-02
